,Label,Body,flag,tfidfscore,priority
51,ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,0,2.770004028342916,medium
52,ham,"Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about \the cave\"". I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing.""",0,3.831777354350527,high
53,spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,1,3.750574726810165,low
54,ham,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt;URL&gt;,0,2.687420703285288,medium
55,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",1,3.931735410723834,low
56,ham,"Sorry, I'll call later in meeting.",0,1.98235193240381,medium
57,ham,Tell where you reached,0,1.384056895372647,medium
58,ham,Yes..gauti and sehwag out of odi series.,0,2.197260833125894,medium
59,ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,0,2.571471662493116,medium
60,ham,Ha ha ha good joke. Girls are situation seekers.,0,2.097994837609076,medium
61,ham,Its a part of checking IQ,0,1.411859838549407,medium
62,ham,"Sorry my roommates took forever, it ok if I come by now?",0,2.3587222383023234,medium
63,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0,3.5320766272254405,high
64,spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a �1500 Bonus Prize, call 09066364589",1,3.565252417676268,low
65,ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",0,2.907721020066592,medium
66,spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",1,4.470736286578653,low
67,spam,"Did you hear about the new \Divorce Barbie\""? It comes with all of Ken's stuff!""",1,2.74982783018502,low
68,ham,I plane to give on this month end.,0,1.7115503728518608,medium
69,ham,Wah lucky man... Then can save money... Hee...,0,2.430743672296697,medium
70,ham,Finished class where are you.,0,1.4115662270313138,medium
71,ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,0,2.427574073323452,medium
72,ham,K..k:)where are you?how did you performed?,0,1.355843124808458,medium
73,ham,U can call me now...,0,0.0,medium
74,ham,I am waiting machan. Call me once you free.,0,1.6744133397641137,medium
75,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.,0,2.4247393384368703,medium
76,ham,I like you peoples very much:) but am very shy pa.,0,1.9315816694315735,medium
77,ham,Does not operate after  &lt;#&gt;  or what,0,1.895203985719512,medium
78,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.,0,1.9773051812293916,medium
79,ham,"Sorry, I'll call later",0,1.7285118356719615,medium
80,ham,K. Did you call me just now ah? ,0,1.701242690939896,medium
81,ham,Ok i am on the way to home hi hi,0,1.8632670829562927,medium
82,ham,You will be in the place of that man,0,1.4138365082588695,medium
83,ham,Yup next stop.,0,1.4059667426452942,medium
84,ham,"I call you later, don't have network. If urgnt, sms me.",0,2.192093518124246,medium
85,ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,0,2.7708376354966373,medium
86,ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.,0,3.661947092973931,high
87,ham,I'm really not up to it still tonight babe,0,1.731311049076214,medium
88,ham,"Ela kano.,il download, come wen ur free..",0,2.728359147447926,medium
89,ham,Yeah do! Don���t stand to close tho- you���ll catch something!,0,2.5887223935374344,medium
90,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,0,3.752512440442104,high
91,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,0,2.8243418424660014,medium
92,spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed �1000 cash or �5000 prize!,1,3.678730353103229,low
93,ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0,3.2523789596435715,high
94,spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML",1,3.53008269336668,low
95,ham,Watching telugu movie..wat abt u?,0,2.202327282636479,medium
96,ham,i see. When we finish we have loads of loans to pay,0,1.979561701211877,medium
97,ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""
ham""",0,4.026899079657021,high
98,ham,Please don't text me anymore. I have nothing else to say.,0,1.953609574246236,medium
99,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,0,3.0981163986208324,high
100,ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,0,2.6145558259143176,medium
101,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,3.2475956495529323,high
102,ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",0,3.7406311170258792,high
103,ham,Umma my life and vava umma love you lot dear,0,2.191156794694974,medium
104,ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0,2.5648754566258267,medium
105,ham,"Aight, I'll hit you up when I get some cash",0,1.9664734542870592,medium
106,ham,How would my ip address test that considering my computer isn't a minecraft server,0,2.8036040611520026,medium
107,ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,0,3.0675216022549563,high
108,ham,Dont worry. I guess he's busy.,0,1.9851844130295784,medium
109,ham,What is the plural of the noun research?,0,1.7303650398868102,medium
110,ham,Going for dinner.msg you after.,0,1.719090704222272,medium
111,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,0,3.3441686656421004,high
112,spam,GENT! We are trying to contact you. Last weekends draw shows that you won a �1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1,4.059245856690993,low
113,ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",0,3.8003215114495914,high
114,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,3.624876783579003,high
115,spam,You are a winner U have been specially selected 2 receive �1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,1,3.697051409615932,low
116,ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,0,2.9595848265004783,medium
117,ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,0,3.104834697533684,high
118,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,1,3.959674029469488,low
119,spam,"URGENT! Your Mobile No. was awarded �2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",1,3.809243968261405,low
120,ham,here is my new address -apples&pairs&all that malarky,0,2.180887746290057,medium
121,spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,1,4.204524247531394,low
122,ham,I am going to sao mu today. Will be done only at 12 ,0,2.162606565253697,medium
123,ham,�� predict wat time �_'ll finish buying?,0,2.350019247905911,medium
124,ham,"Good stuff, will do.",0,1.395134545165257,medium
125,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",0,3.751160634885645,high
126,ham,Are you there in room.,0,1.0,medium
127,ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,0,2.9354587512251635,medium
128,ham,K..k:)how much does it cost?,0,1.4138533598956715,medium
129,ham,I'm home.,0,1.0,medium
130,ham,"Dear, will call Tmorrow.pls accomodate.",0,1.9206142305754923,medium
131,ham,First answer my question.,0,1.4142053241405317,medium
132,spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. �1.50 SP:Tyrone,1,3.936294372805348,low
133,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,1,4.594873100714796,low
134,ham,I only haf msn. It's yijue@hotmail.com,0,2.201308539322529,medium
135,ham,He is there. You call and meet him,0,1.0,medium
136,ham,No no. I will check all rooms befor activities,0,1.98627608181762,medium
137,spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,3.766549013956807,low
138,ham,Got c... I lazy to type... I forgot �_ in lect... I saw a pouch but like not v nice...,0,2.92986810139045,medium
139,ham,"K, text me when you're on the way",0,1.4115867669978044,medium
140,ham,"Sir, Waiting for your mail.",0,1.7302136463483433,medium
141,ham,"A swt thought: \Nver get tired of doing little things 4 lovable persons..\"" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8""",0,3.888294299098436,high
142,ham,I know you are. Can you pls open the back?,0,1.695574765458422,medium
143,ham,Yes see ya not on the dot,0,1.690939576990057,medium
144,ham,Whats the staff name who is taking class for us?,0,1.9846490441295583,medium
145,spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",1,4.040094731680458,low
146,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0,2.781276564782572,medium
147,ham,K..i deleted my contact that why?,0,1.3878646889844957,medium
148,ham,Sindu got job in birla soft ..,0,2.1682282901595538,medium
149,ham,The wine is flowing and i'm i have nevering..,0,1.7245189889268646,medium
150,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,0,2.775985175150356,medium
151,ham,Ok... Ur typical reply...,0,1.8663936227712363,medium
152,ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,3.2475956495529323,high
153,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",0,4.99688817320654,high
154,ham,Aaooooright are you at work?,0,1.3623467338261397,medium
155,ham,I'm leaving my house now...,0,1.412032945198476,medium
156,ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",0,3.2492887622534017,high
157,spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,1,2.8451311227453493,low
158,spam,You are a winner U have been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1,3.565671620560166,low
159,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,0,2.3855167310949943,medium
160,ham,New car and house for my parents.:)i have only new job in hand:),0,2.40813901167552,medium
161,ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,0,2.353725250374256,medium
162,spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,1,3.438119333248049,low
163,spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",1,3.870083784696561,low
164,ham,I place all ur points on e cultures module already.,0,2.1529650309915183,medium
165,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a �900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,1,3.928663438584428,low
166,ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",0,2.763120370749286,medium
167,ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,0,2.6043264772982777,medium
168,ham,Yes :)it completely in out of form:)clark also utter waste.,0,2.416307691950965,medium
169,ham,"Sir, I need AXIS BANK account no and bank address.",0,2.265079697144237,medium
170,ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",0,3.532747651020231,high
171,ham,What time you coming down later? ,0,1.7197259841414605,medium
172,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",0,3.1289769680724637,high
173,ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",0,2.41625542010682,medium
174,ham,Let me know when you've got the money so carlos can make the call,0,2.6126367435852997,medium
175,ham,U still going to the mall?,0,1.3570124137207524,medium
176,ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",0,3.405207797949307,high
177,ham,Text her. If she doesnt reply let me know so i can have her log in,0,2.390257819256154,medium
178,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,3.3111614156497504,high
179,ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,0,3.676829453645309,high
180,ham,Lol no. U can trust me.,0,1.3965521665099616,medium
181,ham,ok. I am a gentleman and will treat you with dignity and respect.,0,2.179966923817013,medium
182,ham,"He will, you guys close?",0,1.4122684320044647,medium
183,ham,Going on nothing great.bye,0,1.677697913230463,medium
184,ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,0,3.4108995464640035,high
185,ham,"Haha awesome, be there in a minute",0,1.7280242353533166,medium
186,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed �1000 cash or �5000 prize!,1,3.814002776053385,low
187,ham,Have you got Xmas radio times. If not i will get it now,0,1.9544792466530423,medium
188,ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,0,2.9536576366649063,medium
189,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,1,2.393179162990836,low
190,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,3.646304179468555,high
191,ham,Hi :)finally i completed the course:),0,1.963802945679507,medium
192,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,0,2.3987511777187764,medium
193,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,0,3.2167360686278026,high
194,ham,Gud mrng dear hav a nice day,0,2.419018280530846,medium
195,ham,Did u got that persons story,0,1.948818571804103,medium
196,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,0,2.777663218291744,medium
197,ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,0,3.0849297179624853,high
198,ham,"Found it, ENC  &lt;#&gt; , where you at?",0,1.611058087365945,medium
199,ham,I sent you  &lt;#&gt;  bucks,0,1.9342228036233096,medium
200,ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,0,3.123584372175064,high
201,ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,3.643857497954945,high
202,ham,Goodmorning sleeping ga.,0,1.715113748170435,medium
203,ham,U call me alter at 11 ok.,0,1.6551984137833409,medium
204,ham,�� say until like dat i dun buy ericsson oso cannot oredi lar...,0,2.947695919447198,medium
205,ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0,3.624876783579003,high
206,ham,"Aight yo, dats straight dogg",0,2.2051552698676016,medium
207,ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,0,2.3375979970727343,medium
208,ham,Both :) i shoot big loads so get ready!,0,1.9835995062314185,medium
209,ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,2.3938372713175524,medium
210,ham,Home so we can always chat,0,1.4051203732322004,medium
211,ham,K:)k:)good:)study well.,0,1.366237955396092,medium
212,ham,Yup... How �_ noe leh...,0,1.7300090247008182,medium
213,ham,Sounds great! Are you home now?,0,1.705165002444644,medium
214,ham,Finally the match heading towards draw as your prediction.,0,2.210473693198403,medium
215,ham,Tired. I haven't slept well the past few nights.,0,2.23116507481546,medium
216,ham,Easy ah?sen got selected means its good..,0,2.592380144686993,medium
217,ham,I have to take exam with march 3,0,1.4140100174362176,medium
218,ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,0,3.163402795354335,high
219,ham,Ok no prob. Take ur time.,0,1.9395567145120896,medium
220,ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,0,3.383869282331793,high
221,ham,"Sorry, I'll call later",0,1.7285118356719615,medium
222,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,0,3.461295259916,high
223,spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY �1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",1,3.91664567263175,low
224,ham,Would really appreciate if you call me. Just need someone to talk to.,0,2.1741183830321806,medium
225,spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",1,3.589756152996409,low
226,ham,Hey company elama po mudyadhu.,0,2.182588321471213,medium
227,ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,3.1876416499974525,high
228,ham,Dear good morning now only i am up,0,1.7241849231120454,medium
229,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,2.96117170747125,medium
230,ham,Dear we are going to our rubber place,0,1.9189494780788416,medium
231,ham,"Sorry battery died, yeah I'm here",0,1.952830857870132,medium
232,ham,Yes:)here tv is always available in work place..,0,2.220847471486052,medium
233,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,4.1323457476652345,low
234,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,0,2.3156223654389985,medium
235,ham,Or ill be a little closer like at the bus stop on the same street,0,2.591987323185521,medium
236,ham,Where are you?when wil you reach here?,0,1.4130493590781463,medium
237,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,3.8872242685717264,high
238,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,3.2460833105359184,low
239,ham,Tomarrow final hearing on my laptop case so i cant.,0,2.221447565845346,medium
240,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,1.990141812423511,medium
241,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,2.5786341406939166,medium
242,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,3.7152516747091537,high
243,ham,U don't remember that old commercial?,0,1.9555207659335472,medium
244,ham,Too late. I said i have the website. I didn't i have or dont have the slippers,0,2.397626190433567,medium
245,ham,I asked you to call him now ok,0,1.3809380450958693,medium
246,ham,Kallis wont bat in 2nd innings.,0,2.217908034406825,medium
247,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,3.772005473028863,high
248,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,4.394363005666629,low
249,ham,Ranjith cal drpd Deeraj and deepak 5min hold,0,2.6391482994140607,medium
250,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,4.510402582123413,high
251,ham,What you doing?how are you?,0,1.0,medium
252,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,3.620371673193432,high
253,ham,"I'm back, lemme know when you're ready",0,1.6868958931726086,medium
254,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,2.1361220919585726,medium
255,ham,Mmm so yummy babe ... Nice jolt to the suzy,0,2.4073370766064004,medium
256,ham,Where are you lover ? I need you ...,0,1.3767603293943154,medium
257,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,3.685577375918778,low
258,ham,I���m parked next to a MINI!!!! When are you coming in today do you think?,0,2.164602133441269,medium
259,ham,Yup,0,1.0,medium
260,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,2.6189205878867043,medium
261,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,1.9192331338694824,medium
262,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,3.246675922218119,low
263,ham,Why you Dint come with us.,0,1.3591586047517668,medium
264,ham,Same. Wana plan a trip sometme then,0,1.978453995742834,medium
265,ham,"Not sure yet, still trying to get a hold of him",0,1.7224304447052736,medium
